x
Smp_012380,-2.78,13.58
Smp_068680,-2.84,13.57
Smp_171150,1.21,13.56
Smp_059530,-2.37,13.55
Smp_035260,-2.05,13.52
Smp_194610,-1.76,13.52
Smp_267180,2.21,13.5
Smp_163170,-3.33,13.5
Smp_031300,-2.06,13.48
Smp_034850,-1.99,13.47
Smp_131940,-1.37,13.45
Smp_022340,-2.06,13.44
Smp_001410,1.4,13.41
Smp_242710,-1.72,13.4
Smp_132270,-1.72,13.39
Smp_244750,1.8,13.38
Smp_084900,1.41,13.36
Smp_163500,-1.73,13.36
Smp_143130,-1.85,13.33
Smp_120350,1.31,13.33
Smp_267130,-1.67,13.33
Smp_004730,-1.79,13.31
Smp_162260,-1.41,13.28
Smp_025130,1.36,13.27
Smp_045300,-2.36,13.27
Smp_127460,-2.03,13.19
Smp_152290,-2.06,13.16
Smp_137070,1.58,13.14
Smp_172180,-2.38,13.14
Smp_031730,1.54,13.13
Smp_246550,-1.32,13.12
Smp_050750,5.44,13.12
Smp_090030,1.5,13.09
Smp_139420,-2.07,13.04
Smp_042300,-1.77,13.04
Smp_175950,1.33,13.02
Smp_009830,1.43,13.01
Smp_197770,-2.63,13.01
Smp_191910,5.64,13.01
Smp_133990,1.84,12.98
Smp_139080,1.44,12.97
Smp_065530,4.65,12.97
Smp_151190,-1.82,12.96
Smp_160210,2.98,12.94
Smp_144210,-1.79,12.9
Smp_129840,-1.79,12.87
Smp_135710,2.11,12.83
Smp_164540,1.46,12.82
Smp_241610,5.47,12.81
Smp_211160,1.53,12.81
Smp_137750,-2.78,12.8
Smp_246030,2.36,12.79
Smp_180810,-1.98,12.79
Smp_042390,1.49,12.77
Smp_076630,1.34,12.74
Smp_070030,-1.65,12.74
Smp_124550,-2.66,12.72
Smp_267220,1.42,12.72
Smp_162550,-2.5,12.69
Smp_092390,1.9,12.67
Smp_134140,-1.49,12.66
Smp_131890,-1.6,12.64
Smp_241860,1.36,12.64
Smp_067260,1.51,12.64
Smp_148160,-2.61,12.64
Smp_018870,1.6,12.63
Smp_161420,-2.18,12.61
Smp_131780,1.51,12.59
Smp_243990,-2.74,12.58
Smp_140860,-2.03,12.57
Smp_162060,-1.61,12.56
Smp_158370,-3.15,12.56
Smp_244860,3.21,12.56
Smp_155450,-1.81,12.55
Smp_125760,2.87,12.55
Smp_086330,-1.97,12.55
Smp_145140,-3.17,12.5
Smp_065290,-1.79,12.47
Smp_146490,1.49,12.46
Smp_194470,2.12,12.45
Smp_135010,-1.85,12.44
Smp_149070,1.4,12.42
Smp_246610,-2.14,12.42
Smp_247810,-2.36,12.39
Smp_202130,-2.22,12.36
Smp_175420,1.53,12.35
Smp_045760,1.4,12.33
Smp_243490,-3.03,12.32
Smp_075280,-1.41,12.29
Smp_156220,-3.8,12.29
Smp_135840,1.97,12.26
Smp_171010,-2.42,12.25
Smp_179390,5.7,12.24
Smp_007290,-1.83,12.23
Smp_053470,1.39,12.19
Smp_055260,3.6,12.13
Smp_129900,1.84,12.12
Smp_155970,-2.97,12.12
Smp_162340,1.55,12.11
Smp_083710,1.3,12.1
Smp_168670,-2.21,12.09
Smp_163570,-2.51,12.09
Smp_200410,1.59,12.08
Smp_023990,1.35,12.06
Smp_105370,-2.07,12.05
Smp_152090,-2.6,12.05
Smp_246790,-2.45,12.04
Smp_196810,-2.45,12.04
Smp_194840,2.15,12.02
Smp_050270,6.46,12.01
Smp_167200,1.56,11.99
Smp_142140,-1.72,11.98
Smp_084870,1.3,11.97
Smp_084010,-2.01,11.96
Smp_162600,1.46,11.94
Smp_013440,1.55,11.93
Smp_130050,-2.61,11.92
Smp_092020,-2.44,11.91
Smp_145540,-2.16,11.9
Smp_241920,-2.21,11.9
Smp_212300,1.66,11.89
Smp_245250,2.14,11.89
Smp_049740,-1.4,11.89
Smp_000270,6.06,11.88
Smp_137180,-2.9,11.86
Smp_143900,5.88,11.85
Smp_163070,-2.2,11.84
Smp_128580,-3,11.81
Smp_137610,-1.77,11.75
Smp_130780,6.38,11.73
Smp_196150,-1.1,11.73
Smp_121920,-2.09,11.72
Smp_244820,-2.35,11.72
Smp_124460,1.43,11.72
Smp_171440,-2,11.72
Smp_103100,1.35,11.72
Smp_123230,-1.59,11.7
Smp_067580,-1.31,11.7
Smp_056460,-2.86,11.69
Smp_247600,2.42,11.68
Smp_179590,-1.4,11.67
Smp_038240,1.27,11.67
Smp_151430,-1.81,11.65
Smp_132670,-2.37,11.63
Smp_126000,-1.77,11.63
Smp_136210,-1.59,11.63
Smp_054360,1.99,11.63
Smp_006810,-1.13,11.63
Smp_158120,3.11,11.63
Smp_146730,-2.08,11.61
Smp_002080,1.65,11.6
Smp_136050,-3.24,11.58
Smp_153170,-2.57,11.56
Smp_245120,-2.86,11.56
Smp_148670,-2.28,11.56
Smp_242460,-2.04,11.54
Smp_194090,-1.75,11.54
Smp_128190,1.38,11.54
Smp_172650,1.61,11.54
Smp_200610,-1.73,11.52
Smp_172610,1.94,11.51
Smp_043610,1.16,11.47
Smp_125660,1.6,11.45
Smp_006730,-1.21,11.45
Smp_242090,-1.51,11.41
Smp_050390,-1.96,11.39
Smp_079480,-2.09,11.37
Smp_145300,-1.68,11.37
Smp_044010,-2.32,11.37
Smp_126310,-1.48,11.33
Smp_166380,1.56,11.33
Smp_171450,-1.86,11.33
Smp_085180,2.31,11.26
Smp_139220,-2.35,11.25
Smp_124510,4.69,11.25
Smp_150970,-1.21,11.25
Smp_197230,-1.78,11.23
Smp_055990,1.95,11.23
Smp_054330,-1.55,11.23
Smp_121390,-2.93,11.22
Smp_179000,1.49,11.19
Smp_056350,2.02,11.18
Smp_131010,-2.25,11.17
Smp_159450,-3.12,11.17
Smp_135990,-2.2,11.17
Smp_246480,-1.81,11.14
Smp_212420,-1.91,11.13
Smp_144430,1.69,11.12
Smp_075770,-3.12,11.09
Smp_077900,5.84,11.07
Smp_018250,-2.5,11.05
Smp_157550,-1.44,11.03
Smp_051130,-4.55,11.01
Smp_089200,-1.87,10.99
Smp_174170,-2.57,10.98
Smp_074450,-2.57,10.98
Smp_175390,-2.57,10.97
Smp_023620,-1.31,10.95
Smp_135550,-2.3,10.93
Smp_048690,-1.64,10.93
Smp_086830,-1.87,10.89
Smp_105020,-2.05,10.89
Smp_075470,1.46,10.87
Smp_021130,1.27,10.86
Smp_175980,-1.75,10.86
Smp_197780,3.77,10.86
Smp_070640,-2.2,10.84
Smp_267150,1.34,10.81
Smp_152580,-2.15,10.8
Smp_126050,-1.97,10.8
Smp_102960,1.29,10.77
Smp_151110,1.33,10.77
Smp_140470,-2.15,10.76
Smp_096480,-2.47,10.76
Smp_104730,-1.6,10.76
Smp_018010,1.38,10.76
Smp_069870,1.39,10.75
Smp_076880,1.55,10.75
Smp_169360,-3.24,10.74
Smp_095520,-2.34,10.73
Smp_100380,1.57,10.72
Smp_135480,-1.7,10.72
Smp_019950,-1.54,10.72
Smp_128990,1.11,10.72
Smp_199210,-1.66,10.71
Smp_122900,-1.37,10.7
Smp_034610,-2.17,10.68
Smp_093160,-1.9,10.68
Smp_126620,-1.61,10.68
Smp_144660,-1.98,10.68
Smp_095880,1.72,10.67
Smp_104850,-2.12,10.67
Smp_060160,-1.62,10.67
Smp_156930,-2.54,10.66
Smp_070070,1.26,10.66
Smp_193050,-2.21,10.64
Smp_035650,-2.3,10.63
Smp_129610,2.82,10.6
Smp_063680,-2.9,10.6
Smp_151730,-1.71,10.6
Smp_146790,-2.84,10.59
Smp_155500,1.71,10.59
Smp_042050,1.3,10.56
Smp_210200,-2.38,10.55
Smp_051810,-1.28,10.55
Smp_128220,-1.75,10.54
Smp_022890,-1.89,10.53
Smp_206190,-5,10.51
Smp_092320,1.61,10.5
Smp_041540,2.24,10.5
Smp_134260,-2.3,10.49
Smp_197730,1.57,10.49
Smp_174770,-2.07,10.48
Smp_158360,2.57,10.48
Smp_210370,1.47,10.47
Smp_179810,-2.34,10.47
Smp_244790,-1.3,10.47
Smp_159710,-1.98,10.47
Smp_139310,-1.72,10.44
Smp_175920,1.39,10.43
Smp_135930,-1.71,10.4
Smp_140170,-2.09,10.39
Smp_174090,-2.2,10.39
Smp_168070,-1.82,10.32
Smp_124630,-1.93,10.32
Smp_035090,1.43,10.32
Smp_161980,1.18,10.3
Smp_041570,-3.1,10.3
Smp_139480,-2.77,10.3
Smp_161510,-2.18,10.29
Smp_157100,1.71,10.29
Smp_156630,-1.68,10.28
Smp_137360,4.89,10.28
Smp_168460,-1.63,10.27
Smp_042150,-3.36,10.27
Smp_042120,-3.18,10.26
Smp_243900,-2.03,10.26
Smp_159990,-1.36,10.24
Smp_151150,5.49,10.24
Smp_040350,1.47,10.24
Smp_126910,1.41,10.24
Smp_123500,1.16,10.23
Smp_126600,-1.34,10.22
Smp_087250,-2.46,10.21
Smp_120700,-1.41,10.21
Smp_021600,-1.41,10.2
Smp_053820,1.43,10.2
Smp_199490,-2.97,10.19
Smp_180620,-4.79,10.18
Smp_159260,-2.13,10.18
Smp_025740,-1.25,10.16
Smp_106010,-3.43,10.15
Smp_004160,-1.63,10.15
Smp_159840,-1.7,10.12
Smp_093790,5.42,10.12
Smp_154180,-2.38,10.11
Smp_181450,-1.72,10.1
Smp_079640,-2.48,10.1
Smp_174430,-3.1,10.06
Smp_246460,-1.76,10.06
Smp_122410,-1.67,10.06
Smp_209060,2.91,10.06
Smp_192220,5.54,10.05
Smp_024390,1.48,10.05
Smp_247180,-2.26,10.04
Smp_019100,1.3,10.02
Smp_050730,1.03,10.02
Smp_194800,-1.13,10.01
Smp_157830,-1.48,10.01
Smp_170430,-3.24,10.01
Smp_000910,-1.84,9.98
Smp_247530,-1.25,9.98
Smp_202690,1.52,9.96
Smp_138880,-1.53,9.96
Smp_064380,1.07,9.94
Smp_133580,-2.5,9.94
Smp_059200,-1.52,9.92
Smp_202840,4.21,9.9
Smp_018260,-1.11,9.89
Smp_170400,1.17,9.89
Smp_124710,1.97,9.88
Smp_018570,1.31,9.88
Smp_131290,-3.29,9.86
Smp_149110,-1.34,9.86
Smp_017880,-1.78,9.85
Smp_016630,-1.54,9.8
Smp_172530,1.08,9.8
Smp_157360,1.17,9.78
Smp_026320,1.27,9.78
Smp_150920,-2.29,9.74
Smp_126540,-1.53,9.74
Smp_135170,-1.64,9.73
Smp_167000,1.49,9.72
Smp_170320,2.04,9.72
Smp_212030,1.31,9.71
Smp_241830,1.19,9.7
Smp_042020,-2.58,9.69
Smp_070860,-1.97,9.68
Smp_143350,1.55,9.67
Smp_031770,-2.17,9.66
Smp_168270,-1.86,9.66
Smp_172360,-1.78,9.64
Smp_046120,-2.93,9.63
Smp_124600,-2.03,9.61
Smp_128920,-1.45,9.61
Smp_005720,-1.78,9.6
Smp_061100,1.74,9.59
Smp_096210,1.17,9.59
Smp_127010,1.25,9.59
Smp_243780,-5.74,9.58
Smp_160180,-2.36,9.57
Smp_079730,1.13,9.56
Smp_083410,1.6,9.55
Smp_140150,-1.85,9.55
Smp_129510,1.84,9.55
Smp_147110,-2.75,9.55
Smp_134880,-1.08,9.55
Smp_146080,-1.48,9.54
Smp_011640,-1.03,9.54
Smp_088940,-1.73,9.52
Smp_125930,-2.2,9.51
Smp_168020,-2.08,9.5
Smp_124450,-1.15,9.5
Smp_211170,1.1,9.5
Smp_135670,-1.98,9.49
Smp_266840,-2.3,9.49
Smp_167450,-2.29,9.48
Smp_013080,-1.87,9.47
Smp_139340,1.94,9.42
Smp_169670,1.02,9.41
Smp_004710,-1.95,9.39
Smp_165360,5.63,9.39
Smp_127740,-1.51,9.39
Smp_011830,-1.61,9.39
Smp_180870,-3.62,9.38
Smp_164140,3.96,9.38
Smp_174270,-1.19,9.38
Smp_053100,-1.48,9.37
Smp_074460,-1.58,9.37
Smp_151220,-2.67,9.36
Smp_180690,-1.85,9.33
Smp_130080,-2.01,9.32
Smp_244650,1.77,9.32
Smp_052880,-1.9,9.31
Smp_157790,-2.81,9.31
Smp_175780,1.54,9.29
Smp_055920,1.11,9.27
Smp_062520,1.06,9.27
Smp_167940,1.11,9.27
Smp_170820,-1.35,9.24
Smp_137950,-1.77,9.24
Smp_076400,-2.66,9.24
Smp_196700,-2.23,9.23
Smp_267090,-1.41,9.2
Smp_181180,-1.88,9.19
Smp_114565,-2.56,9.19
Smp_132970,-1.86,9.18
Smp_213530,1.58,9.18
Smp_023170,1.06,9.18
Smp_159810,-5.37,9.18
Smp_200310,6.5,9.18
Smp_039810,-1.39,9.18
Smp_027340,1.86,9.17
Smp_152830,-2.07,9.16
Smp_061570,1.16,9.16
Smp_055200,1.11,9.15
Smp_163380,1.65,9.15
Smp_135860,1.39,9.14
Smp_134490,8.65,9.12
Smp_035140,-2.01,9.12
Smp_178360,1.23,9.12
Smp_058700,4.11,9.12
Smp_124300,1.08,9.1
Smp_042400,1.17,9.08
Smp_163310,1.64,9.07
Smp_143740,1.57,9.06
Smp_267270,-1.99,9.06
Smp_181040,-2.18,9.06
Smp_180680,1.37,9.03
Smp_174540,-1.92,9.02
Smp_123390,1.43,9.02
Smp_159140,1.66,9.01
Smp_161360,-1.37,9.01
Smp_157860,-2.44,9.01
Smp_245810,-3.37,9
Smp_122280,4.56,8.99
Smp_122800,1.46,8.99
Smp_020340,-1.7,8.98
Smp_008920,-2.91,8.98
Smp_035370,-2.59,8.98
Smp_068240,-2.52,8.97
Smp_158890,-2.05,8.97
Smp_027080,1.09,8.96
Smp_139210,-3.09,8.96
