id,lu2016,meta
Smp_030320,-0.6610,-0.742780453327606
Smp_030330,-1.1181,-1.20664866768138
Smp_030370,0.8509,0.746450747376642
Smp_030400,1.6188,1.45580421991679
Smp_030440,7.3224,6.95672272276148
Smp_030650,5.1879,4.93339170973854
Smp_030690,-1.9661,-2.07261770560843
Smp_030710,-0.7541,-0.830356700955288
Smp_030780,-0.7796,-0.874194756839753
Smp_030830,-1.2285,-1.33918357592324
Smp_030860,-0.8808,-0.985087843438886
Smp_030870,6.3680,6.21283617342669
Smp_030910,5.7390,5.43745464062993
Smp_030920,-1.2052,-1.29738393743302
Smp_031000,1.6328,0.902965781735884
Smp_031010,0.9409,0.836589265739984
Smp_031020,-3.3670,-3.43892738939367
Smp_031050,1.7754,1.72434343052023
Smp_031070,-0.8268,-0.95751816314581
Smp_031100,-0.6184,-1.44322998239627
Smp_031220,3.4073,3.32730166460806
Smp_031300,1.4133,1.28995030125229
Smp_031570,-1.9635,-2.063162884228
Smp_031690,-1.2842,-1.42950156840371
Smp_031710,-0.4989,-0.602834444430979
Smp_031730,-1.0615,-1.1979037939062
Smp_031860,-0.6057,-0.682113874616219
Smp_031990,-2.1347,-2.27982936821197
Smp_032000,0.8197,0.717754580847503
Smp_032060,-0.9691,-1.07107363765981
Smp_032150,-1.1499,-1.26236312712359
Smp_032260,-1.8790,-1.98099946255218
Smp_032280,0.9462,0.843301783337977
Smp_032490,0.6947,0.59731542482035
Smp_032500,-0.6488,-0.747762998102901
Smp_032510,-2.1270,-2.22404570964485
Smp_032520,1.2245,1.12042775554645
Smp_032720,7.7263,7.44838757288984
Smp_032760,-1.9784,-2.01117747749338
Smp_032780,-0.7265,-0.850660667405546
Smp_032790,1.0694,0.871791111676071
Smp_032800,-0.3945,-0.496320516505022
Smp_032810,-0.9195,-1.01554225927959
Smp_032970,-8.9504,-8.79417907744761
Smp_032990,-5.0242,-5.09972658717179
Smp_033000,2.9111,2.76493666202072
Smp_033020,-1.6188,-1.72187942173711
Smp_033040,5.3641,5.12781460548755
Smp_033110,0.7034,0.602047047874758
Smp_033150,1.0836,1.04866897923789
Smp_033260,-0.5183,-0.6251531909092
Smp_033350,-1.5293,-1.58503238242273
Smp_033530,1.0613,0.968755134811763
Smp_033540,-0.5987,-0.730124124288054
Smp_033550,3.0713,2.96606851600711
Smp_033600,-0.7647,-0.867248289911075
Smp_033610,-1.0835,-1.1794194869114
Smp_033660,-0.5758,-0.6725208593031
Smp_033670,-0.9135,-1.01228730867338
Smp_033680,-1.0685,-1.15444873080486
Smp_033700,-0.7725,-0.882304997762323
Smp_033710,-0.7114,-0.814374580519988
Smp_033760,-1.2311,-1.33731959023728
Smp_033930,1.8431,1.585759307389
Smp_033950,-1.6813,-1.77640473313042
Smp_033970,0.6052,0.504781612729664
Smp_034080,1.7217,1.63514398084195
Smp_034090,-1.1998,-1.30035339861558
Smp_034100,-1.1789,-1.27531729175292
Smp_034190,-0.8811,-0.965499960959366
Smp_034400,0.9170,0.822585976205196
Smp_034450,-0.5607,-0.667439402020954
Smp_034490,-0.8077,-0.916872297883297
Smp_034500,1.9932,1.92827055599511
Smp_034550,1.3375,1.19750191525841
Smp_034660,-5.9161,-5.88038164529297
Smp_034670,-1.0136,-1.11440551697769
Smp_034700,-0.6142,-0.709120697359516
Smp_034870,0.8955,0.810039360618047
Smp_034920,2.8165,2.82868315706512
Smp_034940,-1.4430,-1.55973956421303
Smp_034980,-0.8708,-0.934923395395065
Smp_035020,-0.5506,-0.638918011828529
Smp_035040,3.3013,3.35394288311274
Smp_035090,-1.4632,-1.56448165812457
Smp_035110,-0.6205,-0.731325359319991
Smp_035140,3.1011,2.85250390482608
Smp_035180,5.4779,4.80553602780036
Smp_035200,-0.9320,-1.04269482294711
Smp_035210,1.9702,1.78650565486039
Smp_035220,7.3523,6.96524699250063
Smp_035270,1.5651,1.47678746752773
Smp_035280,-0.9822,-1.05150490354098
Smp_035300,-0.7498,-0.813591033296657
Smp_035360,-0.8846,-0.948111969775223
Smp_035370,5.6163,5.28328370922174
Smp_035380,6.6000,6.28226070470762
Smp_035430,-0.9463,-1.04299486092301
Smp_035500,8.8415,8.68408315421165
Smp_035540,-1.0199,-1.08580624564127
Smp_035560,2.7958,2.68621727539634
Smp_035580,0.5970,0.487101823800125
Smp_035620,-1.2635,-1.38243313057682
Smp_035700,1.9020,1.81156976197007
Smp_035790,-2.1077,-2.20030685884584
Smp_035800,-1.7854,-1.89911180317184
Smp_036010,1.7620,1.64786940973612
Smp_036020,-2.8166,-2.28122247692273
Smp_036090,-0.8573,-0.962162048286219
Smp_036180,-0.8395,-0.945513616469755
Smp_036250,-0.6826,-0.763254184121579
Smp_036270,-1.0121,-1.11390284600081
Smp_036550,1.0162,0.922890186954854
Smp_036570,1.5257,1.53848839137915
Smp_036980,-1.2689,-1.36315242385809
Smp_037190,1.7302,1.55738878507749
Smp_037230,2.8223,2.64319118402042
Smp_037290,-0.4207,-0.531192972670152
Smp_037380,-0.9258,-1.00900370362801
Smp_037430,-9.0589,-8.09201999151383
Smp_037460,-1.1301,-1.21913264065891
Smp_037530,-1.1012,-1.06728964882332
Smp_037540,0.7959,0.688711816649281
Smp_037640,2.5512,2.37405468195305
Smp_037780,2.3432,2.244340326803
Smp_037900,1.3846,1.26953885780483
Smp_037960,0.6172,0.484339824015263
Smp_038030,-0.9964,-1.06577880834849
Smp_038080,-1.0247,-1.13486391599378
Smp_038100,-1.5169,-1.61722847419798
Smp_038240,-1.3961,-1.49667072937367
Smp_038340,-0.7466,-0.836081466106537
Smp_038420,-0.8048,-0.938078563947691
Smp_038430,-0.7454,-0.822857249933801
Smp_038440,3.1701,2.74885376028479
Smp_038510,-1.1692,-1.29363465954469
Smp_038530,1.5922,1.46247276780078
Smp_038540,0.7339,0.701093519854622
Smp_038560,-1.1309,-1.21531730603344
Smp_038710,1.0727,0.983860620164032
Smp_038730,3.2906,3.56771335671739
Smp_038820,-0.6484,-0.738577392921531
Smp_038830,1.2851,1.19043829762756
Smp_038870,-0.5914,-0.679850830199202
Smp_038930,-0.9122,-1.00537957754928
Smp_038980,-0.8218,-0.9228841420124
Smp_039160,0.9222,0.604711844381639
Smp_039400,-1.6581,-1.76239318260586
Smp_039490,-0.4388,-0.549223785425523
Smp_039650,1.7385,1.62601834450768
